Avg Host Node1 CPU Usage,Host Node1 CPU 0 Usage,Host Node1 CPU 1 Usage,Avg Host Node2 CPU Usage,Host Node2 CPU 0 Usage,Host Node2 CPU 1 Usage,checkoutservice CPU Usage,currencyservice CPU Usage,emailservice CPU Usage,frontend 1 CPU Usage,frontend 2 CPU Usage,loadgenerator CPU Usage,paymentservice CPU Usage,productcatalogservice CPU Usage,recommendationservice 1 CPU Usage,recommendationservice 2 CPU Usage,redis-cart CPU Usage,shippingservice CPU Usage,Average Response Time,Median Response Time,Current Response Time Percentile 95,Current Response Time Percentile 50,Number of Users,current_rps GET /,current_rps GET /cart,current_rps GET /product/0PUK6V6EV0,current_rps GET /product/1YMWWN1N4O,adservice CPU Usage,current_rps GET /product/2ZYFJ3GM2N,current_rps GET /product/66VCHSJNUP,current_rps GET /product/6E92ZMYYFZ,current_rps GET /product/9SIQT8TOJO,current_rps GET /product/L9ECAV7KIM,current_rps GET /product/LS4PSXUNUM,current_rps GET /product/OLJCESPC7Z,current_rps POST /cart,current_rps POST /cart/checkout,current_rps POST /setCurrency,current_rps Aggregated,StressNG 1 CPU Usage,StressNG 2 CPU Usage
36.5,37.0,36.0,35.2,37.2,33.2,0.00963,0.0175,0.0332,0.00674,0.00903,4.77,0.00979,0.00823,0.0389,0.0396,0.236,0.0101,6.92,5,19,5,300,3.0,7.7,4.6,4.7,0.0302,4.3,5.2,3.9,4.3,4.3,3.1,4.0,9.5,2.9,4.8,66.3,0,0
39.4,37.2,41.6,32.3,30.8,33.8,0.0102,0.0184,0.033,0.00703,0.00835,4.81,0.0106,0.00823,0.0377,0.0397,0.235,0.0115,6.91,5,19,5,300,3.2,8.0,4.3,4.2,0.0302,4.6,5.3,3.9,4.0,4.0,3.0,4.3,9.1,3.3,5.2,66.4,0,0
35.2,34.4,36.0,34.2,31.0,37.4,0.00969,0.0115,0.0332,0.00649,0.00807,4.89,0.0107,0.00815,0.0384,0.0392,0.236,0.0116,6.9,5,19,5,300,3.1,8.2,4.4,4.8,0.0295,5.3,4.5,3.3,3.7,3.9,4.1,4.0,8.5,2.7,5.6,66.1,0,0
37.8,38.6,37.0,32.5,37.0,28.0,0.0102,0.018,0.0329,0.00713,0.00843,5.05,0.0107,0.00815,0.0376,0.0391,0.234,0.011,6.91,5,20,5,300,3.2,8.9,4.0,4.6,0.0293,5.9,3.2,4.1,3.3,4.2,4.8,3.2,8.5,2.1,5.3,65.3,0,0
36.8,36.8,36.8,34.2,36.8,31.6,0.00972,0.0179,0.0328,0.00685,0.00796,5.06,0.00986,0.00773,0.0377,0.0392,0.234,0.0106,6.92,5,21,5,300,2.6,8.5,3.9,3.3,0.0303,4.9,3.7,5.4,3.5,4.4,4.4,3.7,8.5,2.2,5.9,64.9,0,0
38.0,38.6,37.4,31.5,28.0,35.0,0.0103,0.018,0.033,0.00702,0.00851,5.12,0.00983,0.00689,0.0374,0.0391,0.236,0.0111,6.95,5,20,5,300,3.3,8.4,4.8,3.6,0.0293,3.7,4.3,4.5,4.1,3.7,4.6,4.1,7.8,2.7,5.8,65.4,0,0
37.5,36.8,38.2,36.6,38.6,34.6,0.00961,0.018,0.0329,0.00728,0.00808,5.22,0.0106,0.00689,0.0367,0.0389,0.233,0.0112,6.99,5,21,5,300,3.8,8.7,5.0,4.5,0.0302,4.2,5.1,3.1,4.7,3.7,4.5,2.9,8.1,3.1,5.0,66.4,0,0
38.6,40.4,36.8,32.6,32.8,32.4,0.0101,0.0179,0.0328,0.00577,0.00854,5.36,0.00978,0.00689,0.0386,0.0389,0.236,0.011,6.97,5,19,5,300,2.4,7.7,3.7,5.2,0.0304,5.0,4.9,3.2,4.3,4.6,4.2,3.5,8.7,2.7,5.6,65.7,0,0
35.4,32.8,38.0,35.2,34.2,36.2,0.00964,0.0169,0.0327,0.00703,0.00632,5.62,0.00978,0.0068,0.039,0.0388,0.235,0.0111,6.98,5,19,5,300,2.7,8.6,3.7,4.8,0.0308,5.3,3.8,3.8,3.3,4.7,4.2,4.6,8.1,2.0,5.9,65.5,0,0
38.8,38.0,39.6,34.1,37.0,31.2,0.00964,0.019,0.033,0.00745,0.00792,5.91,0.0105,0.00738,0.0382,0.0387,0.235,0.0114,6.98,5,20,5,300,3.0,9.1,4.6,5.4,0.0311,5.2,3.6,3.2,2.9,4.2,4.2,4.1,8.9,2.8,5.4,66.6,0,0
45.5,45.2,45.8,37.9,40.6,35.2,0.0113,0.0178,0.033,0.0074,0.00775,5.33,0.0103,0.00754,0.0392,0.0388,0.236,0.0109,8.05,6,20,6,400,93.5,11.0,8.0,8.5,0.0327,7.5,9.0,5.5,8.0,5.5,7.0,7.0,16.0,7.0,12.0,206.0,0,0
45.6,47.2,44.0,35.9,32.4,39.4,0.00747,0.0178,0.0328,0.00702,0.00725,5.34,0.00946,0.0082,0.0391,0.0385,0.236,0.011,7.66,5,20,6,400,61.1,13.3,6.57,7.86,0.0323,6.57,6.14,7.14,6.29,4.86,7.29,6.14,12.0,4.43,8.29,158.0,0,0
40.1,41.2,39.0,33.9,29.8,38.0,0.00814,0.0226,0.0325,0.00763,0.0112,5.44,0.0102,0.00849,0.0393,0.0384,0.239,0.0108,7.39,5,19,5,400,26.0,12.9,5.8,7.6,0.0333,5.9,5.9,6.2,5.6,5.1,6.5,5.8,12.3,3.7,7.4,117.0,0,0
39.0,42.0,36.0,36.8,34.0,39.6,0.00796,0.0215,0.0329,0.00763,0.0114,5.46,0.00942,0.00801,0.0395,0.0384,0.241,0.011,7.42,5,19,5,400,4.5,11.0,5.1,6.3,0.0327,5.4,6.5,4.9,5.6,5.3,5.9,5.4,12.9,3.9,8.2,90.9,0,0
40.1,42.8,37.4,32.8,32.2,33.4,0.00793,0.0227,0.0327,0.00765,0.0112,5.49,0.0102,0.00817,0.0397,0.0383,0.238,0.0109,7.3,5,19,5,400,4.5,11.0,5.2,6.2,0.0329,4.6,6.1,4.9,6.0,4.6,6.0,4.5,11.0,4.0,8.1,86.7,0,0
38.4,39.0,37.8,35.5,34.0,37.0,0.00795,0.0217,0.0325,0.00815,0.0109,5.58,0.00935,0.00862,0.0399,0.0382,0.242,0.011,7.3,5,19,5,400,4.0,12.1,5.7,6.2,0.0337,4.4,5.6,5.0,5.8,4.2,5.9,5.2,10.3,4.0,6.8,85.2,0,0
40.0,39.4,40.6,33.7,39.8,27.6,0.00783,0.0229,0.0327,0.00762,0.0107,5.68,0.0101,0.00669,0.0388,0.0386,0.237,0.011,7.24,5,19,5,400,5.2,11.2,6.7,4.7,0.0333,4.8,5.5,4.4,4.6,4.0,6.4,5.1,11.3,4.0,6.1,84.0,0,0
41.8,41.8,41.8,36.5,35.2,37.8,0.00747,0.022,0.0329,0.00733,0.0112,5.88,0.00929,0.00669,0.0401,0.0384,0.241,0.00985,7.37,5,20,5,400,4.9,12.3,6.2,4.9,0.0343,5.7,5.6,4.2,4.5,4.8,7.1,4.5,12.5,4.1,7.7,89.0,0,0
38.3,37.4,39.2,34.5,32.0,37.0,0.00794,0.022,0.033,0.00778,0.0111,5.99,0.00931,0.00675,0.0391,0.0389,0.238,0.00983,7.44,5,22,5,400,3.9,10.5,4.9,5.7,0.0345,6.1,5.1,5.2,5.4,5.8,5.9,6.1,11.6,4.1,8.1,88.4,0,0
41.6,40.0,43.2,36.8,39.2,34.4,0.00795,0.0165,0.0328,0.00724,0.0106,6.01,0.00931,0.00675,0.0401,0.0389,0.24,0.0104,7.42,5,20,5,400,3.3,8.5,4.6,6.0,0.0343,6.0,5.8,4.5,5.9,5.7,5.4,6.5,10.9,4.1,7.4,84.6,0,0
41.3,40.4,42.2,33.7,32.2,35.2,0.00807,0.0168,0.0332,0.00756,0.0113,6.03,0.0101,0.00741,0.0402,0.039,0.239,0.0108,7.41,5,19,5,400,3.1,10.2,4.1,5.8,0.0345,6.7,6.3,3.3,6.3,6.4,7.3,5.9,11.6,4.7,8.2,89.9,0,0
40.6,42.0,39.2,36.6,38.8,34.4,0.00754,0.0168,0.0331,0.00728,0.0107,6.24,0.01,0.00747,0.0404,0.0386,0.242,0.00991,7.41,5,20,5,400,3.5,11.1,4.7,5.7,0.0349,5.9,5.6,4.2,7.1,6.8,6.8,5.8,12.8,4.6,7.3,91.9,0,0
40.1,38.6,41.6,34.6,37.0,32.2,0.00879,0.0177,0.0331,0.0076,0.0112,6.2,0.00925,0.00747,0.0405,0.0389,0.243,0.0103,7.42,5,20,5,400,3.7,11.3,6.5,5.5,0.0338,6.8,5.7,5.7,5.9,6.0,5.2,5.4,13.2,4.0,5.7,90.6,0,0
39.6,37.0,42.2,34.3,31.6,37.0,0.00875,0.0168,0.0332,0.00807,0.0109,6.31,0.0101,0.00806,0.0397,0.0389,0.243,0.0105,7.35,5,19,5,400,4.0,9.7,6.2,4.9,0.0338,7.0,6.5,5.2,4.6,4.7,5.1,5.9,12.5,4.0,6.8,87.1,0,0
39.8,37.8,41.8,33.6,33.4,33.8,0.00877,0.0177,0.0335,0.00724,0.0114,6.39,0.0101,0.00749,0.0397,0.0388,0.244,0.0111,7.31,5,17,5,400,3.8,10.8,6.2,5.0,0.0346,5.7,6.0,4.4,5.4,4.3,5.4,5.5,11.1,3.3,8.7,85.6,0,0
38.5,40.0,37.0,36.2,36.2,36.2,0.00882,0.0157,0.0334,0.00682,0.00989,6.39,0.0101,0.0076,0.0404,0.039,0.245,0.0112,7.3,5,19,5,400,3.4,12.7,6.8,5.3,0.0336,5.1,5.4,5.3,5.0,4.4,5.9,4.9,10.9,3.0,8.5,86.6,0,0
41.0,39.6,42.4,34.8,37.8,31.8,0.0088,0.017,0.0336,0.00682,0.0103,6.63,0.00928,0.0076,0.041,0.0389,0.244,0.0113,7.3,5,19,5,400,3.3,12.6,5.7,5.7,0.0335,4.4,6.7,6.1,5.1,4.7,5.4,6.3,11.1,3.2,7.5,87.8,0,0
39.0,39.2,38.8,37.0,37.8,36.2,0.00811,0.0161,0.0337,0.00685,0.0113,6.93,0.00928,0.0082,0.041,0.039,0.248,0.0112,7.3,5,19,5,400,3.4,11.1,5.4,5.9,0.0342,4.5,6.7,5.4,5.7,6.4,4.8,6.1,11.1,3.5,7.7,87.7,0,0
39.8,40.8,38.8,33.8,37.6,30.0,0.00874,0.0179,0.0337,0.00741,0.0111,7.32,0.00924,0.0082,0.0409,0.0394,0.247,0.0112,7.28,5,19,5,400,3.1,11.2,5.3,6.2,0.0333,4.6,5.7,5.1,6.2,5.9,6.0,5.1,10.9,3.8,8.0,87.1,0,0
39.6,39.4,39.8,38.7,40.0,37.4,0.00874,0.0179,0.0337,0.00729,0.0107,7.63,0.00924,0.00716,0.0409,0.0395,0.246,0.0113,7.34,5,22,5,400,3.3,11.4,5.0,6.5,0.0338,5.3,5.5,6.1,6.8,4.3,6.7,5.7,10.5,3.5,8.2,88.8,0,0
39.0,38.4,39.6,35.1,32.2,38.0,0.00791,0.0234,0.0318,0.0077,0.00646,1.94,0.0102,0.00726,0.0392,0.0357,0.239,0.0105,6.16,4,17,4,200,42.0,5.6,3.8,4.8,0.033,3.2,4.0,4.0,3.2,3.6,1.8,3.4,6.6,2.6,5.8,94.4,0,0
34.1,34.2,34.0,32.7,29.8,35.6,0.00738,0.0211,0.0318,0.00646,0.00615,2.04,0.0102,0.00786,0.0392,0.0358,0.237,0.0106,6.5,5,19,5,200,21.7,5.1,3.3,3.3,0.033,2.6,2.7,2.5,2.4,2.8,2.1,2.9,5.2,2.0,4.5,63.1,0,0
34.0,34.4,33.6,35.0,31.6,38.4,0.00803,0.022,0.032,0.00756,0.00658,2.16,0.0102,0.00734,0.0384,0.0359,0.239,0.0105,6.51,5,19,5,200,1.3,5.7,2.8,3.1,0.033,2.1,2.3,1.9,2.8,2.7,2.5,2.7,5.2,2.0,3.4,40.5,0,0
33.6,34.8,32.4,30.4,26.2,34.6,0.00751,0.0211,0.0321,0.00706,0.00576,2.21,0.00942,0.00734,0.0392,0.036,0.237,0.0102,6.55,5,17,5,200,1.7,5.9,2.8,3.8,0.0324,2.9,3.1,2.6,3.5,2.6,2.7,3.7,6.4,1.8,3.9,47.4,0,0
34.7,29.6,39.8,33.5,33.4,33.6,0.00805,0.022,0.0323,0.00704,0.00579,2.29,0.00843,0.00731,0.0404,0.0359,0.239,0.00976,6.51,5,17,5,200,2.3,6.0,2.4,2.6,0.0332,2.7,2.4,2.3,2.9,2.7,2.9,3.3,5.6,1.9,4.3,44.3,0,0
32.4,30.6,34.2,31.9,31.8,32.0,0.00873,0.021,0.0324,0.00689,0.00643,2.4,0.00843,0.00731,0.0405,0.0359,0.234,0.00971,6.51,5,19,5,200,2.5,5.8,2.1,3.1,0.0321,2.1,2.2,2.3,2.1,3.6,3.0,2.0,4.8,1.9,4.3,41.8,0,0
33.9,33.4,34.4,34.0,30.2,37.8,0.00885,0.021,0.0322,0.00716,0.00685,2.47,0.00922,0.00723,0.0397,0.0361,0.237,0.00974,6.47,5,18,5,200,2.1,5.1,2.5,3.7,0.0321,2.8,2.4,3.0,2.3,3.0,2.8,2.4,5.6,1.8,4.2,43.7,0,0
33.0,33.2,32.8,34.5,38.0,31.0,0.00829,0.0243,0.0325,0.00668,0.00702,2.52,0.00922,0.00723,0.0396,0.0361,0.237,0.0101,6.47,5,17,5,200,1.9,5.7,2.9,3.5,0.0328,2.9,2.4,3.4,3.2,2.4,3.3,3.6,7.3,2.7,3.8,49.0,0,0
32.8,33.6,32.0,34.6,35.0,34.2,0.00834,0.0244,0.0325,0.00696,0.00702,2.61,0.00999,0.00731,0.0394,0.0359,0.237,0.0102,6.51,5,17,5,200,1.8,5.0,2.5,2.9,0.0327,3.4,2.0,3.2,3.3,3.1,3.0,3.2,6.2,2.1,4.2,45.9,0,0
34.3,37.6,31.0,31.0,29.0,33.0,0.00812,0.0253,0.0326,0.0068,0.0066,2.69,0.00923,0.00731,0.0395,0.0359,0.237,0.0101,6.49,5,17,5,200,1.6,5.4,2.5,2.3,0.032,3.3,2.1,2.3,3.4,2.9,3.2,2.6,5.2,1.6,4.6,43.0,0,0
35.1,37.6,32.6,33.0,36.4,29.6,0.00817,0.0237,0.0326,0.00659,0.00707,2.78,0.0101,0.00794,0.0395,0.0361,0.237,0.0108,6.53,5,17,5,200,1.7,5.8,2.5,2.9,0.0326,2.5,3.0,1.6,3.2,2.4,3.5,2.6,5.6,1.9,4.2,43.4,0,0
33.7,32.4,35.0,32.8,32.8,32.8,0.00794,0.0227,0.0325,0.00692,0.00668,2.91,0.0108,0.00742,0.0397,0.0365,0.234,0.0104,6.57,5,19,5,200,0.9,5.4,2.3,3.5,0.0328,2.9,2.8,2.6,2.7,2.7,2.5,2.9,6.0,2.6,3.8,43.6,0,0
36.2,37.6,34.8,32.5,32.0,33.0,0.00855,0.0235,0.0326,0.00686,0.00679,2.99,0.0108,0.00791,0.0397,0.0362,0.235,0.00994,6.56,5,18,5,200,0.8,4.8,2.8,2.7,0.0325,3.8,2.7,2.9,2.5,3.0,3.4,3.3,7.1,2.9,2.9,45.6,0,0
34.0,34.4,33.6,32.2,34.0,30.4,0.00788,0.0181,0.0326,0.00694,0.00671,3.06,0.0103,0.00736,0.0395,0.0363,0.236,0.0107,6.54,5,16,5,200,1.2,5.7,2.5,2.2,0.0325,3.7,2.7,2.2,2.9,2.7,3.8,2.6,6.2,2.0,3.5,43.9,0,0
32.6,33.8,31.4,33.7,36.4,31.0,0.00859,0.019,0.0327,0.00688,0.00723,3.19,0.0103,0.00788,0.0397,0.0363,0.237,0.0104,6.57,5,18,5,200,1.6,6.6,2.4,3.1,0.0318,2.7,2.4,3.0,3.3,2.6,2.6,2.5,5.7,1.6,4.3,44.4,0,0
32.4,34.8,30.0,33.5,39.2,27.8,0.00719,0.0181,0.0329,0.00693,0.00677,3.26,0.0103,0.00844,0.0397,0.0363,0.234,0.011,6.56,5,17,5,200,2.3,5.1,2.3,3.3,0.0328,2.1,2.8,3.2,3.6,3.4,2.3,2.5,6.3,2.1,3.7,45.0,0,0
33.8,34.0,33.6,35.7,38.0,33.4,0.00778,0.019,0.033,0.00688,0.00677,3.36,0.00949,0.00696,0.0397,0.0365,0.239,0.0113,6.6,5,18,5,200,2.1,5.8,2.0,3.6,0.0326,2.8,2.8,2.0,3.3,3.1,2.5,2.5,6.0,1.8,4.1,44.4,0,0
32.4,35.0,29.8,31.6,30.6,32.6,0.00734,0.019,0.0329,0.00696,0.00731,3.57,0.00949,0.00752,0.0399,0.0365,0.237,0.0109,6.6,5,19,5,200,1.9,6.7,2.8,3.3,0.0323,2.7,2.5,2.1,2.0,4.0,2.1,1.9,4.6,1.1,4.7,42.4,0,0
33.0,31.2,34.8,33.7,34.0,33.4,0.00768,0.0197,0.0333,0.00702,0.00731,3.69,0.00947,0.00694,0.0401,0.0366,0.241,0.0109,6.61,5,17,5,200,1.8,6.2,3.0,3.1,0.0328,2.3,2.3,3.4,1.3,3.8,2.0,2.2,4.3,1.4,4.0,41.1,0,0
44.5,45.4,43.6,37.1,38.6,35.6,0.00843,0.0195,0.0325,0.00675,0.00711,3.51,0.0102,0.00708,0.0399,0.0361,0.239,0.0105,7.35,5,21,5,300,73.8,10.5,7.5,6.5,0.0328,5.25,4.75,4.25,6.25,5.75,7.25,5.5,9.0,3.0,8.75,158.0,0,0
37.1,36.0,38.2,33.1,29.6,36.6,0.00789,0.0197,0.0324,0.00635,0.00718,3.59,0.0102,0.0069,0.0398,0.0363,0.24,0.0115,7.23,5,21,5,300,36.6,9.11,5.67,4.33,0.0323,4.44,3.11,4.33,4.33,4.56,5.22,4.56,8.89,3.22,6.22,105.0,0,0
36.8,35.0,38.6,32.7,33.4,32.0,0.0067,0.0206,0.0322,0.00691,0.00752,3.65,0.011,0.0069,0.0401,0.0364,0.239,0.0112,7.0,5,17,5,300,4.4,8.1,4.3,3.6,0.0324,4.7,3.2,4.6,3.0,4.3,3.5,4.3,9.2,4.2,5.2,66.6,0,0
35.6,37.6,33.6,34.6,30.2,39.0,0.00754,0.0206,0.0327,0.00654,0.00744,3.73,0.0094,0.00695,0.04,0.0364,0.24,0.0114,6.92,5,17,5,300,2.8,7.7,4.2,5.0,0.0323,5.1,4.2,4.0,3.7,4.3,3.6,5.1,8.2,3.6,5.6,67.1,0,0
37.1,37.2,37.0,32.7,34.4,31.0,0.00754,0.0195,0.0322,0.00693,0.00745,3.82,0.0102,0.00695,0.0402,0.0364,0.239,0.0114,6.88,5,18,5,300,2.8,7.7,3.8,3.9,0.0324,4.9,3.2,3.6,3.1,3.7,4.5,5.2,7.0,2.8,5.5,61.7,0,0
36.3,39.8,32.8,33.2,35.0,31.4,0.0077,0.0203,0.0323,0.00664,0.00712,3.91,0.00944,0.00637,0.0403,0.0365,0.238,0.0115,6.88,5,18,5,300,2.5,8.7,3.6,3.3,0.0327,4.4,2.9,3.7,3.3,4.5,5.1,4.8,8.6,3.5,6.2,65.1,0,0
38.2,38.4,38.0,36.0,40.6,31.4,0.0078,0.0194,0.0322,0.00692,0.00712,3.95,0.0102,0.00703,0.0402,0.0367,0.239,0.0116,6.89,5,19,5,300,2.9,10.1,4.3,4.0,0.0327,3.9,3.6,3.8,4.4,5.0,4.5,4.6,8.9,3.4,5.6,69.0,0,0
35.6,36.0,35.2,35.2,35.8,34.6,0.00726,0.0194,0.0324,0.00663,0.00717,3.99,0.0106,0.0064,0.0405,0.0364,0.239,0.0106,6.85,5,18,5,300,2.6,8.7,4.7,3.0,0.0327,3.6,4.3,4.4,4.4,4.7,3.3,5.5,8.1,3.4,4.7,65.4,0,0
36.0,34.4,37.6,33.0,35.6,30.4,0.00775,0.0203,0.032,0.00654,0.00766,4.08,0.00916,0.00763,0.0412,0.0362,0.238,0.0109,6.84,5,17,5,300,2.0,7.9,4.3,3.1,0.0323,4.2,3.9,4.0,4.0,4.4,3.3,4.9,8.1,3.1,6.1,63.3,0,0
35.4,39.0,31.8,33.6,32.6,34.6,0.00834,0.0195,0.0321,0.00678,0.00703,4.14,0.00994,0.00762,0.0412,0.0363,0.238,0.011,6.85,5,18,5,300,2.3,8.8,4.4,4.3,0.0321,5.5,3.8,2.6,4.2,4.4,3.5,4.3,7.4,2.3,7.2,65.0,0,0
38.2,38.4,38.0,32.8,33.2,32.4,0.00837,0.0224,0.0323,0.00702,0.00751,4.24,0.00913,0.00762,0.0415,0.0361,0.24,0.0111,6.83,5,19,5,300,2.8,7.7,4.8,3.9,0.0328,4.2,4.4,3.2,5.3,4.8,3.6,4.6,7.7,2.6,5.5,65.1,0,0
37.0,36.2,37.8,34.7,31.2,38.2,0.00767,0.0214,0.0322,0.00698,0.00699,4.34,0.00913,0.00648,0.0402,0.0361,0.238,0.011,6.86,5,19,5,300,3.4,8.9,4.6,4.1,0.0326,3.3,4.1,4.3,5.3,5.1,4.4,4.7,9.6,4.0,4.5,70.3,0,0
37.7,38.6,36.8,35.5,33.6,37.4,0.00828,0.0224,0.0318,0.00674,0.00755,4.43,0.00917,0.00645,0.0401,0.036,0.238,0.0102,6.86,5,20,5,300,4.0,8.6,4.5,4.6,0.0315,4.0,4.2,4.2,5.0,4.1,3.7,3.9,9.2,3.7,5.8,69.5,0,0
34.0,36.8,31.2,34.4,31.6,37.2,0.00769,0.0214,0.0322,0.00694,0.00755,4.5,0.00917,0.00645,0.0401,0.0359,0.237,0.00982,6.84,5,21,5,300,2.9,8.1,4.9,4.5,0.0318,4.2,4.6,3.6,4.5,3.6,2.8,3.4,8.2,3.0,6.2,64.5,0,0
38.5,38.8,38.2,32.7,31.0,34.4,0.00841,0.023,0.0323,0.0064,0.00753,4.54,0.00998,0.00649,0.0398,0.036,0.237,0.0103,6.81,5,18,5,300,2.3,9.2,4.4,4.9,0.0323,4.4,4.5,3.3,4.7,4.2,3.7,3.6,9.3,3.5,5.8,67.8,0,0
34.6,35.6,33.6,35.9,33.0,38.8,0.00787,0.0157,0.0323,0.00639,0.00719,4.69,0.00924,0.00646,0.0398,0.0359,0.235,0.0118,6.85,5,18,5,300,2.5,9.2,3.9,4.4,0.0313,4.3,4.6,3.2,4.0,4.0,4.0,3.5,8.6,3.1,6.2,65.5,0,0
37.2,34.8,39.6,32.2,27.4,37.0,0.00839,0.0167,0.0323,0.00639,0.007,4.83,0.0101,0.00673,0.0389,0.0362,0.238,0.0112,6.84,5,18,5,300,2.5,9.7,3.6,4.1,0.0311,4.6,4.8,3.7,2.0,4.3,3.5,4.2,7.9,3.4,5.8,64.2,0,0
36.5,39.4,33.6,33.7,34.2,33.2,0.00696,0.0204,0.0323,0.00637,0.00731,5.07,0.00932,0.00673,0.0396,0.0364,0.237,0.0117,6.82,5,17,5,300,2.9,7.9,3.3,4.4,0.0319,4.8,4.6,4.7,2.7,4.3,3.7,4.2,9.7,4.1,4.6,65.9,0,0
38.4,38.6,38.2,34.6,31.4,37.8,0.00744,0.0206,0.0322,0.00686,0.00762,5.4,0.0102,0.00718,0.0398,0.0363,0.233,0.0108,6.8,5,18,5,300,2.6,8.5,3.7,4.8,0.0314,4.7,4.3,4.9,3.8,3.8,4.6,3.7,10.9,4.2,5.6,70.0,0,0
46.2,49.2,43.2,38.1,43.8,32.4,0.00634,0.0288,0.0324,0.00796,0.00641,5.01,0.0102,0.00662,0.0397,0.0357,0.232,0.0106,8.07,6,20,6,400,62.7,9.0,4.0,5.0,0.0326,5.0,3.67,4.33,5.67,5.67,4.67,6.33,10.0,3.33,6.67,136.0,0,0
44.4,45.2,43.6,34.4,37.2,31.6,0.00688,0.0257,0.0328,0.00767,0.00623,5.12,0.0101,0.00662,0.0394,0.0359,0.236,0.0108,8.11,6,21,6,400,53.8,11.0,4.5,6.13,0.0317,5.38,5.25,5.13,7.25,6.13,5.25,5.75,11.1,4.0,8.25,139.0,0,0
43.7,43.8,43.6,34.6,35.6,33.6,0.00763,0.0247,0.0332,0.00801,0.0078,5.11,0.0101,0.00814,0.0404,0.0365,0.236,0.0105,7.82,5,21,5,400,25.5,12.4,5.2,6.9,0.0323,5.6,6.8,6.2,6.7,5.3,5.9,5.1,12.5,4.6,6.8,116.0,0,0
39.7,38.0,41.4,34.1,36.2,32.0,0.00753,0.0257,0.0332,0.00757,0.00833,5.25,0.00938,0.0079,0.0395,0.0366,0.236,0.0112,7.68,5,19,5,400,3.8,11.9,5.8,6.3,0.032,4.6,6.6,5.6,6.5,3.9,5.5,5.5,11.6,4.2,5.3,87.1,0,0
40.9,39.8,42.0,35.3,33.0,37.6,0.00802,0.0265,0.0332,0.00747,0.00799,5.42,0.00953,0.0079,0.0392,0.0367,0.234,0.0111,7.51,5,19,5,400,3.6,12.2,5.8,5.5,0.0315,4.2,5.9,5.1,7.2,4.6,5.5,5.7,10.9,3.5,6.5,86.2,0,0
39.9,36.4,43.4,34.0,36.4,31.6,0.00753,0.0256,0.0336,0.00812,0.0075,5.52,0.0103,0.00707,0.0384,0.037,0.235,0.0107,7.47,5,19,5,400,3.0,12.9,5.8,6.2,0.0323,6.1,4.7,5.2,5.9,6.6,6.0,4.3,12.0,4.1,7.4,90.2,0,0
40.1,39.8,40.4,35.8,38.0,33.6,0.00699,0.0268,0.0336,0.00816,0.00797,5.65,0.00956,0.0066,0.0385,0.0371,0.236,0.0112,7.52,5,19,5,400,4.0,11.5,5.0,6.1,0.0318,6.1,4.1,4.3,6.7,6.4,6.3,4.8,11.5,4.2,7.5,88.5,0,0
38.9,38.6,39.2,34.3,29.8,38.8,0.00695,0.0239,0.0335,0.00823,0.00758,5.75,0.00956,0.0066,0.0385,0.0375,0.234,0.0111,7.51,5,19,5,400,3.8,12.1,5.2,5.3,0.0316,4.9,4.9,5.0,6.4,4.7,5.5,5.3,9.5,2.7,7.4,82.7,0,0
40.2,39.4,41.0,34.7,38.2,31.2,0.0076,0.0249,0.0336,0.00791,0.00794,5.8,0.0103,0.00709,0.0394,0.0375,0.237,0.011,7.45,5,19,5,400,4.2,13.4,6.0,4.8,0.0322,5.0,5.0,5.4,4.4,6.0,5.0,5.4,9.1,2.3,8.0,84.0,0,0
40.4,41.2,39.6,35.0,39.6,30.4,0.00699,0.0239,0.0339,0.00774,0.00748,5.82,0.00948,0.007,0.0395,0.0379,0.235,0.011,7.44,5,19,5,400,5.1,12.0,5.4,4.4,0.0323,6.1,6.8,4.8,5.0,6.7,5.5,5.4,10.5,3.2,8.1,89.0,0,0
41.9,42.6,41.2,33.9,29.8,38.0,0.00699,0.0248,0.034,0.00781,0.00787,6.02,0.0105,0.007,0.0394,0.038,0.236,0.0114,7.42,5,20,5,400,4.5,11.5,5.2,5.2,0.0324,7.3,6.8,5.1,5.7,4.9,5.5,5.8,11.6,3.7,7.5,90.3,0,0
38.9,37.6,40.2,34.6,35.0,34.2,0.00704,0.0233,0.0338,0.00781,0.00756,6.09,0.00967,0.0064,0.0395,0.0382,0.236,0.0113,7.42,5,19,5,400,3.9,11.3,5.6,5.1,0.0322,6.8,5.3,5.4,5.1,4.6,6.5,5.9,11.7,4.4,8.4,90.0,0,0
41.1,40.8,41.4,35.0,31.8,38.2,0.00759,0.0243,0.0339,0.00831,0.00787,6.26,0.0105,0.00683,0.0397,0.0385,0.239,0.00982,7.37,5,19,5,400,3.7,10.9,5.4,5.8,0.0322,6.1,5.2,4.7,5.1,6.2,6.7,4.1,10.8,4.3,8.6,87.6,0,0
39.9,38.8,41.0,35.9,38.4,33.4,0.00707,0.0232,0.0342,0.00831,0.00787,6.31,0.00961,0.00604,0.0393,0.0384,0.237,0.00947,7.37,5,18,5,400,3.5,9.7,5.8,6.9,0.0322,5.7,5.1,4.8,5.9,6.8,6.2,5.3,11.4,3.8,7.5,88.4,0,0
