Avg Host Node1 CPU Usage,Host Node1 CPU 0 Usage,Host Node1 CPU 1 Usage,Avg Host Node2 CPU Usage,Host Node2 CPU 0 Usage,Host Node2 CPU 1 Usage,checkoutservice CPU Usage,currencyservice CPU Usage,emailservice CPU Usage,frontend 1 CPU Usage,frontend 2 CPU Usage,loadgenerator CPU Usage,paymentservice CPU Usage,productcatalogservice CPU Usage,recommendationservice 1 CPU Usage,recommendationservice 2 CPU Usage,redis-cart CPU Usage,shippingservice CPU Usage,Average Response Time,Median Response Time,Current Response Time Percentile 95,Current Response Time Percentile 50,Number of Users,current_rps GET /,current_rps GET /cart,current_rps GET /product/0PUK6V6EV0,current_rps GET /product/1YMWWN1N4O,adservice CPU Usage,current_rps GET /product/2ZYFJ3GM2N,current_rps GET /product/66VCHSJNUP,current_rps GET /product/6E92ZMYYFZ,current_rps GET /product/9SIQT8TOJO,current_rps GET /product/L9ECAV7KIM,current_rps GET /product/LS4PSXUNUM,current_rps GET /product/OLJCESPC7Z,current_rps POST /cart,current_rps POST /cart/checkout,current_rps POST /setCurrency,current_rps Aggregated,StressNG 1 CPU Usage,StressNG 2 CPU Usage
33.4,29.6,37.2,32.2,34.0,30.4,0.00762,0.0139,0.0326,0.00697,0.00722,2.52,0.0094,0.00656,0.039,0.0382,0.235,0.0107,6.73,5,17,5,200,1.9,4.6,2.5,3.1,0.0321,3.1,2.6,3.5,3.4,1.9,2.8,3.4,6.3,2.2,3.4,44.7,0,0
34.5,35.4,33.6,32.6,32.6,32.6,0.00711,0.0129,0.0329,0.00773,0.00666,2.64,0.0094,0.00642,0.0392,0.0381,0.236,0.011,6.79,5,19,5,200,1.7,5.3,1.9,3.4,0.0322,4.2,2.7,3.6,4.1,2.7,2.3,2.7,5.8,1.8,4.1,46.3,0,0
34.8,36.4,33.2,32.9,33.0,32.8,0.00876,0.0138,0.0328,0.00711,0.00704,2.66,0.0103,0.00587,0.039,0.0382,0.237,0.0109,6.8,5,18,5,200,2.0,6.5,1.7,2.9,0.0322,3.6,2.4,2.7,3.3,2.5,2.6,2.1,5.4,1.6,4.6,43.9,0,0
34.1,34.6,33.6,34.3,36.2,32.4,0.00832,0.0123,0.0328,0.00732,0.00663,2.79,0.0103,0.00646,0.0391,0.0381,0.238,0.0105,6.81,5,18,5,200,1.9,5.5,2.8,2.6,0.0318,2.6,2.5,2.0,2.8,2.0,3.0,2.6,6.2,1.9,4.2,42.6,0,0
34.6,32.4,36.8,32.8,31.8,33.8,0.00815,0.0134,0.0325,0.00756,0.00629,2.9,0.00943,0.00604,0.0388,0.0382,0.235,0.0109,6.82,5,19,5,200,1.5,5.0,2.7,2.5,0.0318,2.6,3.8,2.5,2.8,2.5,3.1,2.4,7.1,2.2,3.7,44.4,0,0
34.9,31.0,38.8,30.6,28.8,32.4,0.00809,0.0134,0.0326,0.00593,0.00641,3.0,0.00943,0.00604,0.0389,0.0381,0.235,0.0111,6.82,5,18,5,200,1.4,6.0,1.9,2.6,0.0309,3.4,3.4,3.6,2.4,3.8,3.0,1.7,7.3,2.7,3.1,46.3,0,0
35.1,35.0,35.2,31.6,35.2,28.0,0.00759,0.0125,0.0326,0.00718,0.00719,3.13,0.0094,0.00615,0.0389,0.0381,0.236,0.0102,6.79,5,17,5,200,2.3,5.4,2.1,2.5,0.0309,3.4,2.7,2.6,2.8,4.0,2.5,2.2,6.4,2.5,3.6,45.0,0,0
35.8,36.0,35.6,33.6,34.2,33.0,0.00759,0.0125,0.0325,0.00671,0.00687,3.18,0.0094,0.00615,0.0388,0.0379,0.239,0.0106,6.85,5,17,5,200,1.6,5.6,2.3,3.0,0.0313,3.1,3.1,2.0,2.7,3.7,2.3,3.1,5.9,1.9,4.1,44.4,0,0
33.3,33.2,33.4,31.6,33.0,30.2,0.00766,0.0134,0.0326,0.00701,0.00733,3.33,0.0102,0.00627,0.0396,0.038,0.234,0.0109,6.93,5,20,6,200,1.7,5.2,2.6,2.4,0.0307,3.5,3.1,2.5,2.8,3.5,2.9,2.9,6.0,2.2,4.1,45.4,0,0
37.1,35.2,39.0,33.7,28.8,38.6,0.00763,0.0124,0.0325,0.0066,0.00697,3.43,0.00941,0.00627,0.039,0.0379,0.236,0.0104,6.94,5,20,5,200,2.1,4.6,3.2,2.1,0.031,2.6,3.3,2.9,2.8,2.5,2.7,2.5,7.2,2.8,3.2,44.5,0,0
34.9,34.0,35.8,32.2,35.8,28.6,0.00828,0.0134,0.0325,0.00714,0.00737,3.51,0.0103,0.00679,0.0387,0.0379,0.234,0.0105,6.99,5,20,5,200,1.5,5.9,4.0,3.4,0.0313,2.0,2.5,2.9,3.2,2.3,2.4,3.0,7.0,2.6,3.1,45.8,0,0
35.0,32.0,38.0,32.6,29.8,35.4,0.00779,0.0144,0.0324,0.00661,0.00747,3.64,0.0104,0.00691,0.0387,0.038,0.236,0.0109,7.02,5,22,5,200,1.8,5.9,3.8,2.9,0.0306,2.5,2.7,2.4,2.9,2.4,3.1,3.3,4.6,1.5,4.1,43.9,0,0
33.7,33.0,34.4,30.6,27.2,34.0,0.00779,0.0134,0.0324,0.00711,0.00683,3.78,0.0104,0.00648,0.038,0.0379,0.232,0.0105,7.01,5,21,5,200,1.4,5.6,3.5,2.8,0.0305,2.9,3.1,2.2,2.5,2.1,2.5,3.2,4.2,1.4,4.7,42.1,0,0
35.6,35.4,35.8,32.4,29.2,35.6,0.00765,0.0124,0.0326,0.00711,0.00668,4.02,0.0103,0.00713,0.0388,0.038,0.233,0.0115,6.97,5,17,5,200,1.2,6.8,3.4,3.2,0.0311,2.9,2.1,3.0,2.9,2.9,1.7,2.6,5.5,2.6,4.7,45.5,0,0
34.5,33.2,35.8,30.0,29.0,31.0,0.00825,0.0178,0.0324,0.00667,0.00707,4.2,0.0103,0.00713,0.0386,0.0378,0.232,0.0112,6.97,5,17,5,200,1.5,7.1,2.4,2.3,0.0304,3.3,2.1,2.6,2.8,3.0,2.4,2.9,5.9,2.5,4.0,44.8,0,0
44.7,44.0,45.4,32.9,31.4,34.4,0.00903,0.0166,0.0324,0.00715,0.00708,3.98,0.00997,0.00666,0.0387,0.0386,0.229,0.0108,6.85,5,19,5,300,74.8,11.3,8.75,5.0,0.0294,4.25,6.25,6.5,5.25,4.5,6.75,7.25,15.3,6.0,9.0,171.0,0,0
39.1,39.2,39.0,35.4,32.8,38.0,0.00839,0.0166,0.0324,0.00724,0.00679,3.99,0.00999,0.00666,0.0384,0.0385,0.229,0.0107,7.17,5,20,5,300,36.2,9.11,5.33,3.44,0.0288,4.67,4.44,4.44,4.11,3.56,4.67,5.44,10.2,4.33,6.56,107.0,0,0
39.9,40.8,39.0,31.1,30.2,32.0,0.00839,0.0176,0.0322,0.00698,0.00714,4.09,0.00999,0.00681,0.0373,0.0389,0.228,0.0105,7.04,5,19,5,300,3.6,8.9,3.4,3.5,0.0292,4.8,3.8,3.6,3.3,3.8,3.5,4.4,7.7,3.2,5.6,63.1,0,0
35.8,34.4,37.2,32.0,28.8,35.2,0.00731,0.0167,0.0325,0.00659,0.00686,4.26,0.00912,0.00681,0.0372,0.0388,0.228,0.0106,6.98,5,17,5,300,2.7,9.7,3.5,4.5,0.0288,5.0,3.6,3.7,3.8,4.7,4.6,3.8,8.2,3.6,6.8,68.2,0,0
38.4,41.4,35.4,31.6,33.4,29.8,0.00784,0.0176,0.0326,0.0068,0.00727,4.31,0.00996,0.00666,0.0369,0.0387,0.226,0.0109,6.95,5,18,5,300,3.5,8.1,2.9,3.7,0.0283,5.1,3.6,4.7,4.7,3.9,3.9,4.4,7.8,3.5,6.5,66.3,0,0
37.4,39.0,35.8,34.9,38.4,31.4,0.00778,0.0165,0.0329,0.00652,0.00693,4.4,0.00918,0.00666,0.0371,0.0389,0.23,0.0101,6.94,5,19,5,300,3.4,8.0,4.3,3.3,0.0288,5.2,4.2,5.5,4.2,3.9,3.2,4.3,7.6,2.8,5.4,65.3,0,0
38.2,37.4,39.0,31.2,29.0,33.4,0.00784,0.0175,0.0326,0.00682,0.00722,4.53,0.00994,0.00725,0.0369,0.0391,0.228,0.0109,6.93,5,19,5,300,2.8,8.9,4.5,3.9,0.0286,4.6,3.8,3.6,4.0,5.1,4.4,3.7,7.4,2.2,5.0,63.9,0,0
37.2,38.6,35.8,33.5,30.2,36.8,0.00717,0.0165,0.0328,0.00557,0.00616,4.55,0.00997,0.00712,0.0371,0.0393,0.226,0.0111,6.89,5,20,5,300,2.0,9.2,3.9,4.5,0.0288,5.4,4.5,4.0,4.1,5.1,5.4,4.5,9.6,2.4,4.6,69.2,0,0
37.5,34.8,40.2,31.7,33.6,29.8,0.00767,0.0175,0.0326,0.00688,0.00606,4.69,0.00997,0.00712,0.037,0.0394,0.226,0.0108,6.88,5,20,5,300,2.1,8.8,4.2,4.0,0.0286,5.8,5.4,4.9,3.9,4.0,4.5,3.7,9.1,2.6,5.1,68.1,0,0
38.1,42.2,34.0,31.4,30.6,32.2,0.00708,0.0165,0.0324,0.00648,0.00702,4.67,0.00994,0.007,0.0362,0.0391,0.228,0.011,6.88,5,18,5,300,2.7,9.1,4.5,4.2,0.0286,4.7,5.1,4.5,4.2,3.8,2.9,3.6,7.5,2.5,5.4,64.7,0,0
37.2,40.0,34.4,33.1,32.6,33.6,0.00776,0.0184,0.0327,0.00696,0.0068,4.79,0.00994,0.007,0.0369,0.0392,0.227,0.0113,6.84,5,17,5,300,3.3,10.0,4.5,4.4,0.0277,4.4,4.3,3.7,3.8,4.7,3.8,4.5,8.3,2.8,4.3,66.8,0,0
37.4,38.0,36.8,31.3,26.8,35.8,0.00707,0.0173,0.0327,0.00642,0.00741,4.82,0.00975,0.00685,0.037,0.0394,0.226,0.0105,6.88,5,18,5,300,3.4,9.2,3.7,3.6,0.0284,3.7,4.2,3.2,4.2,5.5,4.6,4.5,8.5,3.2,4.7,66.2,0,0
36.6,38.0,35.2,32.0,33.2,30.8,0.00707,0.0174,0.0328,0.00642,0.00736,4.96,0.00895,0.0063,0.0371,0.0395,0.225,0.0107,6.85,5,17,5,300,2.5,8.7,4.0,4.4,0.0281,4.0,4.6,4.4,4.7,4.3,3.8,4.2,8.5,2.8,6.1,67.0,0,0
36.9,39.6,34.2,33.4,29.4,37.4,0.00809,0.0174,0.033,0.00643,0.00776,5.07,0.00982,0.0063,0.0368,0.0397,0.226,0.0107,6.93,5,18,5,300,2.4,9.1,3.9,4.4,0.028,5.1,4.3,4.9,4.4,3.1,3.8,3.3,8.0,2.6,5.9,65.2,0,0
40.2,41.4,39.0,32.3,33.8,30.8,0.00767,0.0183,0.0327,0.00643,0.0073,5.11,0.00904,0.0069,0.0369,0.0396,0.226,0.00974,6.89,5,18,5,300,3.1,8.8,5.0,3.9,0.0281,5.5,3.7,3.7,3.7,3.7,4.8,2.9,9.3,3.9,5.5,67.5,0,0
35.4,35.6,35.2,30.7,31.4,30.0,0.00707,0.0129,0.0329,0.00702,0.00681,5.19,0.00988,0.0069,0.0372,0.0397,0.229,0.0101,6.88,5,17,5,300,3.5,7.8,5.8,3.8,0.0281,5.6,4.8,3.0,3.9,4.7,4.3,3.7,10.0,3.4,5.3,69.6,0,0
38.7,38.8,38.6,32.3,29.6,35.0,0.00707,0.0129,0.0331,0.00716,0.00714,5.38,0.00914,0.00736,0.0371,0.0397,0.229,0.0106,6.92,5,21,5,300,3.6,8.0,5.6,3.9,0.0274,4.8,5.5,3.3,4.5,4.9,3.8,4.4,9.4,2.9,3.5,68.1,0,0
36.5,34.6,38.4,33.5,30.8,36.2,0.00786,0.0125,0.0332,0.00665,0.00671,5.66,0.0106,0.00626,0.0371,0.0396,0.228,0.0101,6.96,5,22,5,300,2.8,8.6,5.2,5.7,0.0275,3.6,4.8,4.2,4.2,4.4,4.1,4.1,8.5,2.9,2.8,65.9,0,0
39.7,38.8,40.6,31.3,36.4,26.2,0.00839,0.014,0.0335,0.00615,0.00712,5.96,0.0106,0.00671,0.0371,0.0401,0.226,0.0102,6.95,5,20,5,300,3.0,8.1,4.4,5.3,0.028,3.5,4.7,5.2,4.0,4.2,4.2,3.4,8.4,2.7,4.3,65.4,0,0
46.7,46.0,47.4,36.5,30.8,42.2,0.00754,0.0145,0.0329,0.00711,0.00723,5.55,0.0102,0.00625,0.0375,0.0396,0.229,0.0106,9.98,7,27,7,400,66.3,8.33,5.33,4.0,0.0279,5.67,4.33,6.67,4.0,6.33,5.33,4.33,13.0,4.33,6.0,144.0,0,0
46.7,46.8,46.6,34.5,37.2,31.8,0.00702,0.0136,0.0329,0.00669,0.00682,5.58,0.00934,0.00581,0.0376,0.0396,0.228,0.0108,9.07,6,25,6,400,53.1,11.8,7.0,4.75,0.0285,6.38,7.38,6.88,6.5,6.5,4.5,5.0,14.1,4.63,7.5,146.0,0,0
40.7,39.6,41.8,31.0,29.4,32.6,0.00787,0.0136,0.0326,0.00712,0.00728,5.65,0.0102,0.00657,0.0376,0.039,0.226,0.0111,8.47,6,17,5,400,24.8,12.5,6.5,4.7,0.0281,5.7,7.2,6.5,6.6,6.1,4.8,5.7,13.7,3.7,8.5,117.0,0,0
38.9,37.8,40.0,33.2,34.2,32.2,0.00781,0.0135,0.0327,0.00681,0.00687,5.69,0.0105,0.00599,0.0385,0.0388,0.227,0.0102,8.2,5,18,5,400,4.5,10.7,5.5,4.9,0.0287,5.4,5.2,6.2,5.3,5.2,4.8,6.2,11.1,2.8,7.5,85.3,0,0
43.9,42.0,45.8,32.1,29.0,35.2,0.00832,0.0145,0.0327,0.0072,0.00715,5.78,0.00969,0.00598,0.0375,0.039,0.23,0.00973,8.0,5,19,5,400,4.8,10.1,5.8,5.7,0.0288,6.3,5.3,5.8,5.4,5.3,4.4,5.7,10.7,3.7,7.2,86.2,0,0
39.3,36.6,42.0,33.4,34.0,32.8,0.00782,0.0145,0.0327,0.00626,0.00715,5.82,0.0105,0.00598,0.0377,0.0389,0.229,0.0097,7.87,5,19,5,400,4.2,10.1,5.2,6.1,0.028,5.2,6.1,5.9,5.4,4.6,5.2,5.8,12.3,4.4,8.3,88.8,0,0
41.3,42.6,40.0,33.8,33.4,34.2,0.00837,0.0146,0.0329,0.00734,0.00564,5.96,0.00973,0.00601,0.0385,0.039,0.229,0.00961,7.77,5,19,5,400,3.7,10.7,4.6,5.6,0.0282,4.1,6.2,7.3,5.7,4.7,5.2,5.8,12.2,4.2,7.1,87.1,0,0
37.2,37.4,37.0,32.6,35.6,29.6,0.0077,0.0127,0.0326,0.00686,0.00741,6.05,0.00973,0.00601,0.0377,0.0388,0.228,0.0101,7.77,5,20,5,400,3.6,10.5,5.8,5.3,0.0289,5.7,5.9,7.5,5.7,5.4,4.4,4.1,11.8,4.0,6.6,86.3,0,0
42.8,41.8,43.8,31.6,31.4,31.8,0.00822,0.0127,0.0326,0.00686,0.00651,6.06,0.00897,0.00564,0.0376,0.0386,0.229,0.0104,7.67,5,19,5,400,3.0,10.3,7.0,5.6,0.0281,6.1,5.2,6.5,5.7,5.1,5.2,4.4,11.5,4.2,8.5,88.3,0,0
39.1,35.8,42.4,36.2,35.2,37.2,0.00822,0.0117,0.0325,0.00725,0.00666,6.17,0.00897,0.0068,0.0376,0.0387,0.232,0.00974,7.67,5,19,5,400,3.3,12.0,5.7,5.1,0.029,5.5,4.7,5.5,5.9,5.5,6.5,4.6,11.1,3.9,7.9,87.2,0,0
39.4,39.6,39.2,33.3,32.0,34.6,0.00777,0.0137,0.0326,0.00732,0.00687,6.24,0.00964,0.00751,0.0376,0.0387,0.229,0.0102,7.65,5,21,5,400,4.0,14.2,5.3,4.4,0.0289,5.4,5.7,5.6,4.4,5.6,5.6,3.6,11.5,3.0,7.1,85.4,0,0
42.3,45.0,39.6,31.7,34.0,29.4,0.00771,0.0127,0.0326,0.00741,0.00683,6.31,0.00964,0.00626,0.0375,0.0388,0.229,0.0105,7.64,5,21,5,400,3.6,12.8,5.4,5.1,0.0283,5.5,6.8,5.6,4.6,6.8,5.0,4.1,12.0,3.8,7.5,88.6,0,0
41.0,39.8,42.2,31.9,26.0,37.8,0.00771,0.0137,0.0324,0.00718,0.00727,6.37,0.00967,0.00665,0.0384,0.0386,0.229,0.0107,7.58,5,20,5,400,3.7,10.3,6.1,5.9,0.0288,5.5,6.7,5.3,6.1,6.1,4.8,4.6,12.1,4.6,6.7,88.5,0,0
38.5,40.4,36.6,34.9,29.8,40.0,0.00832,0.0137,0.0321,0.00681,0.00695,6.43,0.00967,0.00619,0.0374,0.0387,0.228,0.0106,7.55,5,19,5,400,5.2,10.8,6.2,4.6,0.0287,4.9,6.7,5.5,5.3,4.9,5.2,5.7,12.1,3.5,6.9,87.5,0,0
40.9,39.4,42.4,31.2,30.4,32.0,0.00859,0.0143,0.032,0.00715,0.00756,6.49,0.00969,0.00657,0.0374,0.039,0.228,0.0109,7.5,5,19,5,400,4.0,9.7,6.1,5.0,0.0289,5.2,6.9,4.5,4.9,4.8,5.2,6.2,12.2,3.0,8.8,86.5,0,0
39.4,39.0,39.8,34.0,37.2,30.8,0.00806,0.0128,0.0322,0.00719,0.00715,6.6,0.00969,0.00612,0.0376,0.0385,0.229,0.0109,7.49,5,20,5,400,3.2,9.2,6.5,6.4,0.0288,5.3,6.3,4.5,4.6,4.8,4.1,6.0,13.3,4.0,8.2,86.4,0,0
40.4,37.0,43.8,32.8,30.2,35.4,0.00806,0.0138,0.032,0.00665,0.00764,6.66,0.00969,0.00664,0.0377,0.0387,0.229,0.0101,7.46,5,20,5,400,4.2,10.5,5.3,5.8,0.0285,6.0,4.8,4.8,5.5,5.7,5.2,5.9,13.7,4.1,7.3,88.8,0,0
40.1,41.8,38.4,33.2,35.0,31.4,0.00816,0.0127,0.0323,0.00684,0.00712,7.03,0.00969,0.00606,0.0376,0.0387,0.231,0.0101,7.44,5,19,5,400,3.2,11.0,5.1,6.2,0.0289,5.5,4.4,4.3,6.7,6.5,6.7,4.9,11.1,2.9,8.1,86.6,0,0
41.0,39.2,42.8,31.1,33.2,29.0,0.00873,0.0137,0.0321,0.00725,0.00702,7.41,0.0097,0.00606,0.0378,0.0387,0.227,0.00945,7.39,5,18,5,400,2.9,10.9,4.8,6.3,0.0286,4.5,6.0,5.1,6.0,6.3,5.7,5.5,11.3,3.3,6.8,85.4,0,0
41.3,42.4,40.2,32.5,34.0,31.0,0.00812,0.0126,0.0323,0.00725,0.00704,7.76,0.0097,0.00667,0.0376,0.039,0.231,0.00946,7.37,5,18,5,400,3.2,10.4,4.4,5.4,0.0285,6.1,6.1,6.1,5.7,5.5,4.8,6.0,12.2,4.4,6.2,86.5,0,0
41.7,43.2,40.2,31.9,32.8,31.0,0.00908,0.0206,0.0327,0.00674,0.00773,2.36,0.00993,0.00827,0.0382,0.0391,0.235,0.0105,6.56,5,16,5,200,41.6,8.0,2.8,3.2,0.0304,2.8,4.8,4.0,2.6,3.4,2.8,4.0,4.4,1.4,4.8,90.6,0,0
35.7,34.2,37.2,35.2,39.6,30.8,0.00835,0.0269,0.0327,0.00651,0.00733,2.45,0.00915,0.0078,0.038,0.0389,0.236,0.0102,6.75,5,18,5,200,22.0,6.2,2.7,2.7,0.0306,2.2,3.2,2.5,2.6,2.7,2.9,2.7,4.1,1.2,4.4,62.1,0,0
37.1,38.8,35.4,32.5,31.0,34.0,0.00835,0.027,0.0326,0.00682,0.00733,2.56,0.00999,0.00755,0.0389,0.039,0.233,0.0105,6.72,5,17,5,200,1.7,5.3,3.0,3.2,0.0304,1.9,2.3,2.4,2.8,2.3,3.4,1.8,5.6,1.8,3.7,41.2,0,0
33.3,34.4,32.2,32.1,34.2,30.0,0.00759,0.0226,0.0325,0.00649,0.00745,2.64,0.0092,0.00755,0.0381,0.0393,0.235,0.0106,6.86,5,18,5,200,1.7,5.9,3.6,3.3,0.0304,2.0,2.9,3.1,3.2,2.8,2.6,2.1,5.8,1.9,4.0,44.9,0,0
37.8,35.8,39.8,31.6,34.0,29.2,0.00759,0.0235,0.0326,0.00661,0.00777,2.82,0.00997,0.00665,0.0381,0.0393,0.234,0.011,6.82,5,18,5,200,2.2,7.2,3.2,2.1,0.0299,2.6,2.5,2.1,2.8,3.0,1.9,1.9,4.1,1.3,4.3,41.2,0,0
33.8,35.6,32.0,32.8,33.4,32.2,0.00837,0.0225,0.0328,0.0069,0.00777,2.91,0.00914,0.00665,0.0381,0.0396,0.237,0.0102,6.91,5,19,5,200,1.8,8.2,2.3,2.9,0.0306,3.0,3.2,2.5,2.7,2.2,2.8,2.1,5.5,2.3,3.8,45.3,0,0
37.1,36.2,38.0,31.7,35.6,27.8,0.00806,0.0256,0.0328,0.0069,0.00774,2.93,0.0106,0.00714,0.0379,0.0394,0.234,0.0112,6.96,5,20,5,200,1.7,6.9,2.3,3.5,0.0301,2.5,3.4,2.9,3.1,2.2,2.8,2.5,5.4,2.1,3.2,44.5,0,0
35.3,37.4,33.2,34.4,34.6,34.2,0.00783,0.0246,0.0329,0.00664,0.0073,3.1,0.00925,0.00676,0.0379,0.0397,0.235,0.0114,7.0,5,19,5,200,1.9,6.7,3.3,2.6,0.0298,1.9,2.4,3.3,2.8,3.2,3.5,2.5,5.2,1.6,3.5,44.4,0,0
37.4,33.4,41.4,31.3,32.6,30.0,0.00841,0.0256,0.033,0.00664,0.00788,3.24,0.0094,0.00727,0.037,0.0393,0.236,0.0109,7.0,5,17,5,200,1.7,6.0,3.9,2.2,0.0298,2.4,2.7,3.0,2.7,3.0,3.0,2.5,6.1,1.7,4.2,45.1,0,0
35.8,38.2,33.4,35.1,34.2,36.0,0.00841,0.019,0.0332,0.00706,0.00741,3.32,0.0094,0.00664,0.0389,0.0397,0.238,0.0114,7.11,5,21,5,200,1.9,5.0,3.3,1.8,0.0303,3.1,3.4,2.4,2.9,3.0,2.3,3.5,5.8,1.3,3.7,43.4,0,0
34.9,30.6,39.2,30.1,27.8,32.4,0.00841,0.0205,0.0329,0.00645,0.00799,3.44,0.0102,0.00719,0.0389,0.0397,0.235,0.0112,7.08,5,21,5,200,1.6,5.5,3.0,1.8,0.0301,3.0,4.0,1.9,3.1,2.9,2.5,3.7,5.9,1.4,3.9,44.2,0,0
33.8,34.6,33.0,33.8,30.4,37.2,0.00774,0.019,0.0329,0.00643,0.00753,3.49,0.0103,0.00667,0.0371,0.0396,0.24,0.0117,7.06,5,17,5,200,1.2,5.0,3.3,2.5,0.0313,2.8,3.0,2.6,3.2,3.5,2.3,2.6,5.9,1.4,4.0,43.3,0,0
38.7,35.0,42.4,31.8,31.8,31.8,0.00915,0.025,0.033,0.00933,0.00732,3.64,0.0103,0.00762,0.0382,0.0395,0.237,0.0118,7.04,5,17,5,200,1.6,5.4,2.3,2.5,0.0324,2.6,1.7,3.0,2.9,3.4,2.9,3.4,5.1,1.2,3.1,41.1,0,0
34.5,32.6,36.4,35.6,39.8,31.4,0.00859,0.0241,0.0333,0.00924,0.00754,3.75,0.00949,0.0072,0.0381,0.0399,0.239,0.0108,7.09,5,18,5,200,1.8,6.0,1.8,2.5,0.0324,1.9,1.7,2.4,3.7,2.2,3.2,4.0,4.0,1.2,3.7,40.1,0,0
37.0,37.2,36.8,30.9,27.6,34.2,0.0091,0.0309,0.0332,0.00968,0.00799,3.82,0.0102,0.00772,0.0383,0.0398,0.238,0.0101,7.12,5,20,6,200,2.0,5.7,2.5,2.8,0.0324,1.7,3.1,3.3,3.2,2.8,3.2,2.6,4.8,1.6,4.2,43.5,0,0
35.3,37.8,32.8,34.5,33.8,35.2,0.0085,0.0298,0.0333,0.00928,0.0081,3.88,0.00947,0.00717,0.0383,0.0399,0.239,0.0107,7.13,5,21,5,200,1.5,5.9,2.4,3.0,0.0324,2.5,3.6,3.3,1.6,3.7,2.5,1.7,6.1,1.6,3.9,43.3,0,0
34.1,34.8,33.4,31.4,29.0,33.8,0.00895,0.0308,0.0334,0.00841,0.00768,4.09,0.00949,0.00697,0.0381,0.0402,0.237,0.011,7.19,5,22,5,200,1.3,6.5,2.0,2.5,0.0323,2.6,2.1,2.7,1.7,4.0,2.8,2.2,5.5,1.7,4.2,41.8,0,0
35.2,37.2,33.2,33.4,28.8,38.0,0.00767,0.0298,0.0333,0.00858,0.00749,4.28,0.0103,0.00825,0.0384,0.0402,0.237,0.0109,7.23,5,23,5,200,1.3,6.7,2.3,1.9,0.0326,2.2,2.4,2.8,2.2,3.4,3.0,2.9,4.4,1.7,3.6,40.8,0,0
36.4,38.6,34.2,32.1,33.0,31.2,0.00832,0.0298,0.0336,0.00858,0.00769,4.49,0.0103,0.00775,0.0391,0.0403,0.238,0.0108,7.23,5,21,6,200,1.0,4.4,3.6,2.4,0.0324,2.6,2.5,2.1,2.8,3.0,2.7,3.1,5.3,2.0,3.7,41.2,0,0
47.7,49.4,46.0,36.7,33.8,39.6,0.00805,0.0257,0.0334,0.00985,0.00872,4.1,0.0104,0.00743,0.0382,0.0401,0.236,0.0107,7.03,5,20,5,300,71.0,11.5,5.75,6.0,0.0316,6.5,5.75,5.0,4.5,7.25,5.75,5.25,11.8,4.25,8.0,158.0,0,0
37.7,38.8,36.6,33.2,31.6,34.8,0.00805,0.0247,0.0334,0.00962,0.00832,4.19,0.0113,0.00692,0.0379,0.0401,0.239,0.0112,7.14,5,21,5,300,35.3,8.33,5.56,5.11,0.0321,4.22,3.89,4.44,4.0,4.67,4.89,4.0,8.44,2.78,5.78,101.0,0,0
38.8,38.6,39.0,34.7,31.0,38.4,0.0078,0.0247,0.0333,0.0093,0.00881,4.26,0.0113,0.00733,0.038,0.0398,0.237,0.0115,7.16,5,18,5,300,5.1,7.0,5.1,4.3,0.0315,3.8,2.9,4.1,4.1,3.9,4.6,4.0,8.2,2.9,4.7,64.7,0,0
39.8,43.2,36.4,33.6,39.4,27.8,0.00715,0.0239,0.0331,0.0094,0.00829,4.41,0.00982,0.00683,0.0381,0.04,0.238,0.0105,7.09,5,19,5,300,2.2,9.0,4.5,5.0,0.0317,3.9,3.6,3.8,4.6,5.9,3.9,5.0,11.2,3.9,6.5,73.0,0,0
39.7,41.0,38.4,31.7,27.8,35.6,0.011,0.0239,0.0331,0.00965,0.00889,4.49,0.0106,0.00731,0.0382,0.0397,0.237,0.0104,7.04,5,19,5,300,2.6,9.3,3.1,4.8,0.032,3.2,3.6,3.4,4.4,5.1,3.6,4.0,9.7,2.9,8.3,68.0,0,0
37.2,37.6,36.8,34.2,35.8,32.6,0.0104,0.0229,0.0332,0.00975,0.00811,4.51,0.00978,0.0068,0.0381,0.0398,0.236,0.0109,7.05,5,18,5,300,4.2,8.5,3.9,4.0,0.0321,4.2,3.8,3.7,4.1,4.4,4.4,3.2,8.7,2.9,7.4,67.4,0,0
39.0,39.0,39.0,31.8,29.6,34.0,0.011,0.0241,0.033,0.00933,0.00811,4.6,0.0106,0.00728,0.0379,0.0397,0.233,0.0104,7.06,5,18,5,300,2.9,7.4,4.9,4.0,0.032,3.9,3.8,4.0,4.6,4.9,3.9,4.4,8.7,3.3,6.9,67.6,0,0
37.5,35.6,39.4,33.4,31.6,35.2,0.0104,0.0226,0.0334,0.00937,0.00812,4.72,0.0098,0.00726,0.0369,0.0397,0.237,0.0106,6.99,5,17,5,300,2.4,7.7,4.6,3.7,0.0317,3.7,3.8,4.0,5.1,4.2,4.0,4.4,9.6,4.2,6.8,68.2,0,0
38.0,35.2,40.8,32.6,36.2,29.0,0.0109,0.0235,0.0334,0.00937,0.0085,4.76,0.00979,0.00726,0.0377,0.0397,0.232,0.0104,6.92,5,17,5,300,2.8,8.1,5.4,4.2,0.0306,4.2,4.7,4.0,4.9,4.3,4.2,3.6,10.6,3.9,5.3,70.2,0,0
