Avg Host Node1 CPU Usage,Host Node1 CPU 0 Usage,Host Node1 CPU 1 Usage,Avg Host Node2 CPU Usage,Host Node2 CPU 0 Usage,Host Node2 CPU 1 Usage,Avg Host Node3 CPU Usage,Host Node3 CPU 0 Usage,Host Node3 CPU 1 Usage,checkoutservice CPU Usage,currencyservice CPU Usage,emailservice CPU Usage,frontend 1 CPU Usage,frontend 2 CPU Usage,loadgenerator CPU Usage,paymentservice CPU Usage,productcatalogservice CPU Usage,recommendationservice 1 CPU Usage,recommendationservice 2 CPU Usage,redis-cart CPU Usage,shippingservice CPU Usage,Average Response Time,Median Response Time,Current Response Time Percentile 95,Current Response Time Percentile 50,Number of Users,current_rps GET /,current_rps GET /cart,current_rps GET /product/0PUK6V6EV0,current_rps GET /product/1YMWWN1N4O,adservice CPU Usage,current_rps GET /product/2ZYFJ3GM2N,current_rps GET /product/66VCHSJNUP,current_rps GET /product/6E92ZMYYFZ,current_rps GET /product/9SIQT8TOJO,current_rps GET /product/L9ECAV7KIM,current_rps GET /product/LS4PSXUNUM,current_rps GET /product/OLJCESPC7Z,current_rps POST /cart,current_rps POST /cart/checkout,current_rps POST /setCurrency,current_rps Aggregated,StressNG 1 CPU Usage,StressNG 2 CPU Usage,StressNG 3 CPU Usage
25.9,24.8,27.0,26.5,20.8,32.2,23.9,21.4,26.4,0.0106,0.0164,0.0341,0.00716,0.00722,1.65,0.0135,0.0091,0.039,0.0369,0.23,0.0112,7.79,6,16,6,100,1.0,2.8,1.8,1.0,0.0789,1.3,1.8,1.6,1.6,1.0,1.9,0.7,3.0,1.0,1.2,21.7,0,0,0
25.1,22.8,27.4,28.8,29.8,27.8,23.5,23.4,23.6,0.0106,0.0164,0.0343,0.00742,0.0074,1.68,0.0135,0.0091,0.0391,0.0369,0.227,0.0112,7.72,6,13,6,100,0.9,3.6,2.0,1.8,0.079,1.6,1.7,1.5,1.2,0.8,1.7,1.1,4.2,1.5,0.9,24.5,0,0,0
25.5,25.6,25.4,27.6,30.4,24.8,24.0,28.2,19.8,0.0106,0.0202,0.0342,0.007,0.00761,1.75,0.0143,0.00964,0.038,0.0367,0.229,0.012,7.72,6,15,6,100,0.8,3.4,1.5,1.9,0.0775,1.8,2.2,1.3,0.8,1.4,1.3,0.9,3.8,1.6,1.2,23.9,0,0,0
25.6,29.0,22.2,27.5,28.0,27.0,22.4,25.4,19.4,0.01,0.0181,0.0342,0.00746,0.0072,1.84,0.0135,0.00972,0.0388,0.0367,0.23,0.0115,7.72,6,20,6,100,1.0,2.5,1.7,1.6,0.0788,1.9,1.8,1.4,1.3,1.4,1.0,0.6,2.2,0.8,1.9,21.1,0,0,0
25.0,21.4,28.6,26.1,21.0,31.2,23.9,22.0,25.8,0.0106,0.0207,0.0344,0.00737,0.0072,1.92,0.0136,0.00972,0.0388,0.0368,0.228,0.0111,7.72,6,18,5,100,0.9,2.9,1.9,1.7,0.0787,1.0,1.0,1.1,1.2,1.4,1.3,1.3,1.9,0.5,2.0,20.1,0,0,0
22.9,26.2,19.6,27.9,26.0,29.8,23.7,24.0,23.4,0.00749,0.0109,0.0362,0.00877,0.00752,14.0,0.0148,0.00704,0.0395,0.0395,0.235,0.0109,7.87,5,6,6,25,0.0,0.0,0.0,0.0,0.0556,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22.7,23.6,21.8,26.7,25.6,27.8,25.5,29.0,22.0,0.00688,0.0109,0.0361,0.00679,0.00777,13.0,0.0156,0.00704,0.0393,0.0395,0.235,0.0118,8.06,5,29,6,25,5.4,0.8,0.6,0.2,0.0376,0.4,0.8,0.0,0.4,0.4,1.2,0.4,0.6,0.2,0.6,12.0,0,0,0
23.9,23.4,24.4,26.9,25.4,28.4,21.8,24.8,18.8,0.00683,0.0109,0.0362,0.00798,0.00747,12.3,0.0147,0.00705,0.0393,0.0391,0.234,0.0123,7.43,5,16,6,25,3.0,0.7,0.5,0.2,0.0443,0.4,0.5,0.2,0.4,0.2,0.7,0.6,0.5,0.1,0.5,8.5,0,0,0
24.0,23.4,24.6,27.5,23.8,31.2,23.8,24.8,22.8,0.00692,0.0118,0.036,0.0081,0.00776,11.5,0.0157,0.00705,0.038,0.039,0.232,0.0114,7.3,5,13,6,25,0.4,0.7,0.4,0.3,0.0443,0.4,0.3,0.2,0.2,0.2,0.4,0.7,0.8,0.3,0.3,5.6,0,0,0
24.2,25.4,23.0,27.3,32.0,22.6,23.3,25.0,21.6,0.00689,0.0109,0.0359,0.00814,0.00739,10.7,0.0163,0.00659,0.0388,0.0393,0.235,0.0119,7.4,6,16,6,25,0.2,1.1,0.3,0.4,0.0428,0.5,0.3,0.1,0.1,0.6,0.3,0.8,0.8,0.4,0.3,6.2,0,0,0
23.8,24.8,22.8,25.8,30.2,21.4,24.6,27.2,22.0,0.00738,0.0119,0.0361,0.00791,0.00762,9.98,0.0163,0.00715,0.0385,0.0392,0.233,0.0115,7.45,6,19,6,25,0.2,1.0,0.1,0.4,0.0445,0.3,0.4,0.2,0.4,0.4,0.2,0.7,0.4,0.3,0.3,5.3,0,0,0
23.9,28.2,19.6,26.1,22.6,29.6,22.9,24.8,21.0,0.00692,0.011,0.0357,0.0075,0.00789,9.2,0.0152,0.00661,0.0383,0.039,0.232,0.0115,7.36,6,19,6,25,0.2,0.6,0.2,0.4,0.0444,0.4,0.5,0.3,0.4,0.3,0.1,0.3,0.8,0.5,0.2,5.2,0,0,0
23.5,18.4,28.6,26.6,22.6,30.6,24.1,25.2,23.0,0.0076,0.013,0.0357,0.00812,0.00745,8.36,0.016,0.00713,0.0372,0.0391,0.23,0.0113,7.35,6,17,5,25,0.0,0.5,0.2,0.3,0.042,0.4,0.3,0.5,0.4,0.5,0.2,0.7,1.1,0.4,0.2,5.7,0,0,0
23.5,18.0,29.0,27.3,25.8,28.8,21.9,21.6,22.2,0.00707,0.0121,0.0357,0.00791,0.00729,7.53,0.0151,0.00664,0.0382,0.0386,0.228,0.011,7.33,6,17,6,25,0.0,0.3,0.3,0.5,0.0418,0.4,0.2,0.4,0.3,0.6,0.3,0.9,1.1,0.3,0.4,6.0,0,0,0
23.7,22.4,25.0,28.4,32.8,24.0,24.8,23.4,26.2,0.0078,0.013,0.0352,0.00765,0.0076,6.43,0.0158,0.008,0.0379,0.039,0.23,0.0107,7.37,6,18,6,25,0.1,0.4,0.3,0.4,0.0491,0.2,0.3,0.1,0.3,0.6,0.2,0.5,0.9,0.4,0.4,5.1,0,0,0
23.9,25.8,22.0,24.4,19.6,29.2,21.8,24.8,18.8,0.0078,0.0121,0.0351,0.00808,0.0078,5.6,0.0149,0.00745,0.0379,0.0385,0.229,0.0112,7.39,6,18,6,25,0.2,0.5,0.1,0.4,0.049,0.1,0.3,0.4,0.5,0.5,0.2,0.9,0.6,0.3,0.4,5.4,0,0,0
24.3,24.4,24.2,28.1,26.6,29.6,24.7,26.8,22.6,0.00673,0.0131,0.0352,0.00818,0.00759,4.88,0.0156,0.00803,0.0381,0.0383,0.23,0.0113,7.54,6,21,6,25,0.2,0.6,0.4,0.3,0.0489,0.3,0.3,0.6,0.2,0.3,0.3,0.7,0.4,0.2,0.6,5.4,0,0,0
23.7,20.8,26.6,25.8,28.4,23.2,21.5,20.4,22.6,0.00734,0.0119,0.035,0.00771,0.00744,3.96,0.0146,0.00756,0.0377,0.0379,0.229,0.0112,7.57,6,19,6,25,0.1,0.5,0.7,0.4,0.0484,0.3,0.5,0.4,0.1,0.0,0.3,0.2,0.7,0.3,0.4,4.9,0,0,0
23.7,24.6,22.8,28.3,29.8,26.8,24.6,19.4,29.8,0.008,0.0127,0.0346,0.00705,0.00751,3.27,0.0154,0.00807,0.0377,0.038,0.229,0.0113,7.67,6,17,6,25,0.0,0.5,0.5,0.6,0.0469,0.1,0.6,0.2,0.3,0.3,0.3,0.5,0.9,0.3,0.2,5.3,0,0,0
23.8,26.2,21.4,27.7,23.6,31.8,23.8,26.0,21.6,0.00743,0.0117,0.0344,0.00799,0.00715,2.42,0.0145,0.00677,0.0377,0.038,0.23,0.0111,7.69,6,22,6,25,0.1,0.5,0.3,0.5,0.0465,0.3,0.4,0.4,0.4,0.6,0.2,0.6,1.0,0.3,0.3,5.9,0,0,0
24.0,26.4,21.6,25.7,27.0,24.4,24.9,24.6,25.2,0.00802,0.0131,0.0341,0.00728,0.00749,1.55,0.0138,0.00729,0.0377,0.0377,0.227,0.0107,7.61,6,17,6,25,0.2,0.5,0.2,0.5,0.0567,0.5,0.4,0.5,0.3,0.5,0.0,0.4,1.1,0.5,0.6,6.2,0,0,0
23.4,19.2,27.6,26.5,22.8,30.2,22.6,22.6,22.6,0.00758,0.0122,0.0341,0.00716,0.00728,0.717,0.0146,0.00673,0.0376,0.0375,0.228,0.0108,7.61,6,15,6,25,0.3,0.8,0.2,0.3,0.0563,0.6,0.4,0.5,0.3,0.5,0.0,0.2,0.6,0.3,0.7,5.7,0,0,0
23.5,24.2,22.8,25.8,23.0,28.6,22.5,23.2,21.8,0.00818,0.013,0.0341,0.00725,0.00704,0.538,0.0146,0.00726,0.0385,0.0372,0.229,0.0102,7.61,6,19,6,25,0.2,0.8,0.1,0.5,0.0547,0.4,0.1,0.6,0.2,0.5,0.5,0.2,0.2,0.0,0.8,5.1,0,0,0
24.5,25.6,23.4,26.4,27.2,25.6,22.6,20.0,25.2,0.00749,0.0122,0.034,0.00707,0.00731,0.564,0.0154,0.00674,0.0374,0.0373,0.228,0.0115,7.55,6,18,6,25,0.3,0.4,0.2,0.6,0.0572,0.2,0.0,0.3,0.2,0.5,0.8,0.4,0.8,0.3,0.8,5.8,0,0,0
23.2,21.8,24.6,28.8,25.6,32.0,23.2,23.2,23.2,0.00864,0.0131,0.0339,0.00755,0.00697,0.588,0.00955,0.00727,0.0374,0.0371,0.229,0.0111,7.54,6,15,6,25,0.3,0.4,0.3,0.6,0.056,0.2,0.0,0.0,0.3,0.4,0.5,0.5,1.1,0.4,0.6,5.6,0,0,0
23.4,25.6,21.2,28.1,29.8,26.4,22.6,21.2,24.0,0.00766,0.0116,0.0331,0.0064,0.00779,0.571,0.00971,0.00656,0.037,0.0367,0.231,0.00992,5.5,5,0,0,50,0.0,0.0,0.0,0.0,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25.6,29.2,22.0,27.1,26.6,27.6,25.0,23.8,26.2,0.00839,0.0124,0.0329,0.00587,0.00769,0.576,0.00904,0.00706,0.0369,0.0364,0.23,0.00982,6.33,5,19,6,50,13.3,2.25,1.5,1.5,0.0516,1.5,1.0,1.0,0.25,2.0,1.75,1.5,5.0,1.75,0.75,35.0,0,0,0
24.5,25.2,23.8,25.2,29.8,20.6,22.7,24.8,20.6,0.0079,0.0114,0.0329,0.00732,0.00791,0.615,0.00904,0.0065,0.0371,0.0363,0.229,0.0103,6.96,5,19,6,50,6.11,2.11,0.889,0.889,0.0496,0.778,0.667,1.0,0.111,1.22,0.889,1.44,2.89,0.889,0.444,20.3,0,0,0
24.9,21.8,28.0,27.3,29.6,25.0,24.0,21.0,27.0,0.00849,0.0123,0.033,0.00732,0.00795,0.642,0.00976,0.00785,0.037,0.0366,0.228,0.0102,7.07,5,17,6,50,0.2,1.8,0.6,0.4,0.0507,0.6,0.6,1.0,0.6,0.6,0.5,0.8,2.0,0.9,1.1,11.7,0,0,0
24.7,26.8,22.6,26.0,27.4,24.6,23.1,22.6,23.6,0.00781,0.0102,0.033,0.00662,0.00788,0.669,0.009,0.00733,0.0373,0.0367,0.231,0.0104,7.18,5,18,6,50,0.1,1.4,0.7,0.9,0.0508,0.8,0.6,0.9,1.1,1.0,0.8,0.2,2.4,1.2,1.2,13.3,0,0,0
25.2,24.2,26.2,26.4,27.4,25.4,24.2,26.0,22.4,0.00832,0.0111,0.0329,0.00674,0.00807,0.694,0.00975,0.00792,0.0372,0.0367,0.23,0.0108,7.34,6,19,6,50,0.3,1.1,0.7,1.0,0.0508,0.4,0.6,0.9,0.8,1.0,0.9,0.1,1.7,0.5,0.7,10.7,0,0,0
24.1,22.6,25.6,26.4,29.2,23.6,24.5,23.2,25.8,0.00759,0.0102,0.0329,0.00701,0.00788,0.714,0.00981,0.00656,0.0383,0.0365,0.232,0.0104,7.53,6,19,6,50,0.4,1.0,0.7,0.6,0.0443,0.9,0.6,0.9,0.6,0.3,0.9,0.6,1.2,0.4,1.5,10.6,0,0,0
24.3,27.0,21.6,28.8,25.8,31.8,26.0,29.8,22.2,0.00833,0.0112,0.033,0.00671,0.00801,0.753,0.00981,0.00714,0.0371,0.0366,0.228,0.00987,7.68,6,22,6,50,0.5,0.8,0.5,0.8,0.0444,0.9,0.6,0.9,0.6,0.3,0.9,0.8,1.5,0.5,1.9,11.5,0,0,0
24.8,24.4,25.2,26.4,27.0,25.8,23.1,24.6,21.6,0.00833,0.0102,0.0328,0.00698,0.00793,0.767,0.00987,0.00656,0.037,0.0365,0.231,0.00947,7.74,6,22,6,50,0.6,0.7,0.4,1.1,0.0431,0.4,0.9,0.7,0.5,0.6,0.9,0.5,1.7,0.4,1.8,11.2,0,0,0
24.2,21.4,27.0,25.9,22.0,29.8,23.8,24.0,23.6,0.00835,0.0102,0.0328,0.00709,0.00837,0.801,0.00987,0.00702,0.0371,0.0366,0.231,0.0107,7.69,6,20,6,50,0.3,1.3,0.4,1.1,0.0448,0.5,1.0,0.4,0.5,0.8,0.9,0.3,1.2,0.2,1.5,10.4,0,0,0
24.4,22.6,26.2,25.9,28.6,23.2,23.3,20.4,26.2,0.00833,0.0118,0.033,0.00751,0.00808,0.828,0.00904,0.00701,0.0381,0.0368,0.234,0.0109,7.65,6,16,6,50,0.3,2.1,0.9,0.8,0.0448,0.3,1.1,0.4,0.5,0.8,0.8,0.4,1.3,0.5,1.2,11.4,0,0,0
24.4,26.1,22.7,26.9,29.2,24.6,23.9,25.2,22.6,0.00847,0.0118,0.033,0.00666,0.00827,0.868,0.00976,0.00701,0.0368,0.0367,0.227,0.0107,7.65,6,17,6,50,0.5,2.1,0.9,0.7,0.0447,0.2,1.2,0.6,0.5,0.8,0.6,1.1,2.1,0.8,0.9,13.0,0,0,0
25.0,24.2,25.8,25.9,23.0,28.8,22.2,23.6,20.8,0.00788,0.0104,0.033,0.00723,0.00803,0.873,0.00897,0.00698,0.038,0.037,0.232,0.0109,7.71,6,21,6,50,0.4,1.6,0.7,0.9,0.0359,0.3,1.0,0.5,0.3,0.7,0.5,1.4,1.9,0.5,0.7,11.4,0,0,0
24.8,23.6,26.0,27.8,26.6,29.0,25.5,22.8,28.2,0.00788,0.0114,0.0328,0.00723,0.00784,0.901,0.00894,0.00698,0.0381,0.0369,0.231,0.0108,7.7,6,20,6,50,0.9,1.3,0.6,1.1,0.0361,0.8,0.7,0.4,0.2,0.5,0.5,1.0,0.9,0.2,1.0,10.1,0,0,0
23.5,25.4,21.6,26.3,24.0,28.6,22.1,21.2,23.0,0.00854,0.0106,0.0328,0.00673,0.00862,0.926,0.00894,0.007,0.0363,0.0373,0.23,0.0113,7.64,6,15,6,50,1.1,1.4,0.3,0.9,0.036,0.8,0.7,1.0,0.7,0.8,0.4,0.6,1.4,0.4,1.1,11.6,0,0,0
24.5,27.0,22.0,26.9,31.6,22.2,25.9,26.6,25.2,0.0091,0.0114,0.0328,0.00717,0.00817,0.955,0.00897,0.007,0.0371,0.0372,0.23,0.01,7.75,6,21,6,50,0.8,1.6,0.5,0.8,0.0331,0.3,1.0,1.1,0.8,0.8,0.2,0.8,2.2,0.7,0.9,12.5,0,0,0
24.8,21.4,28.2,29.0,30.8,27.2,21.7,23.0,20.4,0.00848,0.0106,0.0328,0.00735,0.00782,0.984,0.00897,0.00647,0.0372,0.0374,0.232,0.01,7.82,6,21,7,50,0.6,1.8,0.3,0.7,0.0343,0.5,1.1,0.5,0.5,0.7,0.3,0.7,1.6,0.4,0.7,10.4,0,0,0
24.2,22.6,25.8,25.5,24.6,26.4,26.5,27.2,25.8,0.00854,0.0106,0.033,0.00693,0.0082,1.02,0.0103,0.00647,0.037,0.0373,0.234,0.0101,7.85,6,20,6,50,0.9,1.6,0.3,0.6,0.0344,0.8,0.9,0.5,0.7,0.6,0.3,0.4,0.9,0.2,1.1,9.8,0,0,0
24.4,27.2,21.6,26.9,25.2,28.6,23.3,22.6,24.0,0.00836,0.0114,0.0329,0.00744,0.00688,1.06,0.00991,0.00719,0.0371,0.0372,0.232,0.0101,7.89,6,21,6,50,1.0,1.4,0.5,0.7,0.0345,0.6,0.6,0.6,1.0,0.5,0.5,0.4,0.8,0.4,1.6,10.6,0,0,0
24.2,28.5,19.9,25.6,25.8,25.4,23.9,24.8,23.0,0.00804,0.0124,0.033,0.00708,0.00678,1.12,0.00917,0.00719,0.0372,0.0375,0.232,0.0104,7.84,6,21,6,50,0.7,1.1,0.5,0.8,0.0349,0.7,0.5,0.4,0.8,0.5,0.6,0.9,1.0,0.3,0.8,9.6,0,0,0
28.9,28.8,29.0,29.2,29.8,28.6,25.4,20.0,30.8,0.00758,0.0147,0.0332,0.00765,0.00745,1.1,0.00995,0.00717,0.0378,0.0373,0.233,0.0119,7.95,6,17,6,100,34.3,5.67,2.33,3.67,0.0347,2.33,3.33,2.0,2.67,2.0,3.67,5.33,5.0,1.33,2.67,76.3,0,0,0
25.4,24.4,26.4,28.0,27.8,28.2,22.9,22.2,23.6,0.00821,0.0139,0.033,0.00759,0.00755,1.14,0.00921,0.00713,0.0368,0.0372,0.233,0.0122,7.92,6,17,6,100,13.3,3.13,1.38,2.13,0.035,1.38,2.25,1.88,1.75,1.88,2.13,2.13,3.0,0.75,1.75,38.8,0,0,0
26.1,29.2,23.0,28.7,26.8,30.6,25.5,26.2,24.8,0.00841,0.0147,0.0333,0.00719,0.00733,1.22,0.00921,0.00713,0.0359,0.0374,0.232,0.012,7.85,6,16,6,100,0.7,2.6,1.2,1.1,0.034,1.3,1.8,2.0,1.2,1.5,1.6,0.8,2.3,0.4,1.5,20.0,0,0,0
25.7,27.8,23.6,28.3,27.6,29.0,24.0,25.4,22.6,0.00767,0.0137,0.0334,0.00766,0.0076,1.26,0.00921,0.00655,0.0369,0.0373,0.233,0.0121,7.8,6,17,6,100,0.6,2.9,1.3,1.1,0.035,1.8,1.6,1.7,1.9,1.3,1.7,1.5,4.0,1.2,1.9,24.5,0,0,0
25.5,28.6,22.4,28.2,25.0,31.4,26.5,28.2,24.8,0.00833,0.0145,0.0332,0.00729,0.00728,1.32,0.00921,0.00713,0.0368,0.0371,0.23,0.013,7.69,6,18,6,100,0.6,2.6,1.5,1.1,0.035,1.8,1.4,1.2,2.2,2.1,1.2,1.5,4.1,1.4,1.7,24.4,0,0,0
25.8,25.2,26.4,25.4,22.6,28.2,22.5,23.8,21.2,0.00765,0.0145,0.0333,0.00718,0.00734,1.36,0.0101,0.00667,0.0368,0.0371,0.231,0.0117,7.74,6,18,6,100,0.6,2.8,1.7,1.2,0.0333,1.6,1.4,1.2,1.7,1.9,2.0,1.2,3.3,0.6,1.8,23.0,0,0,0
27.3,32.2,22.4,28.1,23.6,32.6,24.8,24.0,25.6,0.00818,0.0131,0.0333,0.00745,0.00722,1.39,0.0101,0.00668,0.0359,0.0369,0.232,0.0116,7.73,6,18,6,100,0.6,2.8,1.2,1.6,0.0347,1.3,1.3,1.4,1.4,1.3,2.2,1.3,3.6,0.8,2.1,22.9,0,0,0
25.0,27.0,23.0,28.5,28.8,28.2,22.8,22.2,23.4,0.00803,0.0131,0.0335,0.00772,0.00726,1.42,0.0102,0.00668,0.037,0.0369,0.235,0.0117,7.76,6,19,6,100,0.9,2.8,1.0,1.2,0.0349,1.6,1.6,1.4,1.4,1.4,1.1,1.4,3.0,1.0,1.5,21.3,0,0,0
26.2,25.0,27.4,27.5,27.8,27.2,26.1,29.8,22.4,0.00873,0.0146,0.0334,0.00723,0.00741,1.47,0.0102,0.0068,0.0358,0.0368,0.231,0.0111,7.77,6,20,6,100,0.9,3.4,1.1,1.3,0.0336,1.9,1.1,1.5,1.6,1.0,1.4,1.0,2.7,1.0,1.5,21.4,0,0,0
25.0,24.2,25.8,27.2,30.2,24.2,22.7,23.2,22.2,0.00873,0.0145,0.0333,0.00771,0.0077,1.5,0.00944,0.0068,0.0367,0.0367,0.231,0.0116,7.85,6,19,6,100,0.8,3.4,1.6,1.5,0.0346,1.6,0.7,1.4,1.4,1.0,1.9,1.2,2.6,1.1,2.2,22.4,0,0,0
25.8,30.6,21.0,28.0,24.2,31.8,26.1,22.0,30.2,0.00808,0.0145,0.0335,0.00771,0.00728,1.56,0.0108,0.00684,0.0366,0.0365,0.231,0.012,7.83,6,18,6,100,0.9,2.9,1.7,1.6,0.0345,1.3,1.1,0.9,1.6,1.0,1.6,1.8,2.3,0.8,1.7,21.2,0,0,0
25.3,27.4,23.2,26.8,24.8,28.8,23.0,21.8,24.2,0.00751,0.0136,0.0336,0.00789,0.00712,1.65,0.00995,0.00684,0.0368,0.0366,0.231,0.0126,7.8,6,17,6,100,0.8,3.5,1.2,1.1,0.0349,1.2,1.2,1.1,1.4,0.7,1.5,1.8,2.8,0.7,1.9,20.9,0,0,0
26.5,26.6,26.4,29.5,34.4,24.6,25.7,23.8,27.6,0.00759,0.0145,0.0336,0.00722,0.00741,1.69,0.0111,0.00822,0.0365,0.0364,0.228,0.0125,7.84,6,19,6,100,1.3,3.8,0.9,1.2,0.0348,1.2,1.2,1.6,1.0,1.2,1.8,1.5,3.3,1.0,2.4,23.4,0,0,0
25.6,28.4,22.7,26.0,22.0,30.0,22.9,24.4,21.4,0.00753,0.0145,0.0337,0.00758,0.00721,1.74,0.00977,0.00822,0.0366,0.0369,0.23,0.0125,7.84,6,19,6,100,1.6,3.4,1.2,1.5,0.0349,1.0,1.1,1.6,0.6,2.1,2.1,1.1,2.7,1.0,1.8,22.8,0,0,0
26.3,21.1,31.6,28.7,31.8,25.6,25.7,24.8,26.6,0.00776,0.0146,0.0339,0.00709,0.00746,1.81,0.00978,0.0076,0.0365,0.0369,0.23,0.0124,7.86,6,20,6,100,1.3,3.2,1.0,1.0,0.0321,1.1,1.0,1.1,1.2,1.6,1.8,1.2,2.8,1.0,2.3,21.6,0,0,0
25.0,21.4,28.6,27.4,28.0,26.8,23.0,24.0,22.0,0.00755,0.0127,0.034,0.00736,0.00775,1.84,0.00978,0.00809,0.0376,0.037,0.229,0.0117,7.85,6,19,6,100,1.2,3.2,1.3,1.4,0.0333,1.1,0.8,0.9,1.9,1.0,1.4,1.7,3.2,0.8,2.3,22.2,0,0,0
26.7,24.4,29.0,26.5,29.6,23.4,24.7,25.8,23.6,0.00755,0.0137,0.034,0.00698,0.00784,1.94,0.00979,0.00809,0.0357,0.0371,0.229,0.0126,7.84,6,17,6,100,0.7,2.6,1.5,0.9,0.0333,1.1,0.9,1.4,1.6,0.9,1.6,1.6,2.6,0.6,1.7,19.7,0,0,0
25.2,22.8,27.6,28.9,28.6,29.2,24.9,27.2,22.6,0.00741,0.0127,0.034,0.00742,0.00742,2.04,0.00979,0.00736,0.0376,0.0373,0.232,0.0119,7.82,6,16,6,100,0.7,2.3,1.4,1.4,0.0325,1.4,0.8,1.8,1.4,0.9,1.6,1.5,2.5,1.0,1.8,20.5,0,0,0
26.3,25.4,27.2,26.1,31.8,20.4,24.7,24.0,25.4,0.00745,0.0127,0.0342,0.00751,0.00702,2.13,0.00983,0.00686,0.0367,0.037,0.233,0.0107,7.86,6,19,6,100,1.0,3.2,1.5,1.6,0.0336,1.4,0.5,1.7,0.8,1.5,1.3,1.4,2.5,1.2,2.2,21.8,0,0,0
23.7,26.4,21.0,28.8,24.8,32.8,22.6,25.2,20.0,0.0074,0.0107,0.037,0.00746,0.007,14.3,0.0146,0.00686,0.0403,0.0403,0.237,0.0103,9.02,6,22,6,25,5.0,1.0,1.0,15.4,0.037,0.0,0.0,12.8,0.0,0.0,1.0,13.9,0.0,0.0,18.0,8.0,0,0,0
23.9,20.4,27.4,27.1,29.6,24.6,23.8,22.4,25.2,0.00786,0.0107,0.0366,0.0075,0.007,13.6,0.0108,0.00735,0.0404,0.0402,0.237,0.0102,8.8,6,22,6,25,4.83,0.667,0.667,0.0,0.0378,0.667,0.667,0.167,0.833,0.667,0.667,0.0,1.67,0.667,0.167,12.3,0,0,0
24.1,22.6,25.6,28.9,30.0,27.8,22.2,23.2,21.2,0.00742,0.0107,0.0364,0.00784,0.00717,12.7,0.0108,0.00669,0.0402,0.0401,0.232,0.0112,8.55,6,17,7,25,2.5,0.7,0.5,0.4,0.0382,0.5,0.4,0.4,0.6,0.8,0.5,0.2,1.7,0.6,0.3,10.1,0,0,0
25.1,26.6,23.6,25.5,22.0,29.0,24.0,22.6,25.4,0.00839,0.0115,0.0362,0.00785,0.00717,11.9,0.0106,0.00818,0.0402,0.0399,0.235,0.0112,8.66,6,17,7,25,0.2,0.5,0.3,0.4,0.037,0.3,0.2,0.7,0.3,0.4,0.4,0.3,1.3,0.4,0.7,6.4,0,0,0
21.7,23.6,19.8,28.5,30.6,26.4,22.4,22.4,22.4,0.00794,0.0105,0.0362,0.00757,0.00643,11.1,0.0106,0.00762,0.0402,0.0396,0.234,0.00993,8.55,6,17,6,25,0.1,0.6,0.4,0.2,0.0382,0.3,0.5,0.5,0.4,0.1,0.3,0.5,0.8,0.3,0.6,5.6,0,0,0
24.3,24.0,24.6,26.7,24.4,29.0,25.4,25.6,25.2,0.00864,0.0114,0.0359,0.00796,0.00648,10.3,0.0113,0.0082,0.0394,0.0394,0.235,0.0108,8.39,6,18,6,25,0.0,0.7,0.6,0.3,0.0368,0.3,0.3,0.4,0.5,0.3,0.2,0.6,0.4,0.2,0.3,5.1,0,0,0
24.2,22.4,26.0,26.8,30.2,23.4,22.2,24.6,19.8,0.00729,0.0105,0.036,0.00776,0.00707,9.56,0.0104,0.00688,0.0403,0.0393,0.234,0.0108,8.17,6,12,6,25,0.0,0.6,0.4,0.2,0.0368,0.4,0.1,0.4,0.5,0.7,0.1,0.2,0.5,0.2,0.6,4.9,0,0,0
24.4,23.4,25.4,27.3,31.6,23.0,24.8,28.4,21.2,0.00784,0.0114,0.0356,0.00797,0.00689,8.68,0.0113,0.00736,0.0403,0.0387,0.233,0.0109,8.3,6,20,6,25,0.1,0.5,0.6,0.1,0.0377,0.3,0.5,0.2,0.4,0.6,0.0,0.3,0.8,0.3,0.5,5.2,0,0,0
22.3,18.8,25.8,28.3,24.8,31.8,22.9,25.8,20.0,0.00784,0.0105,0.0356,0.00807,0.0071,7.64,0.0104,0.00738,0.0403,0.0388,0.233,0.0116,8.28,6,26,6,25,0.2,0.6,0.6,0.1,0.0366,0.3,0.5,0.3,0.4,0.2,0.1,0.5,0.7,0.2,0.3,5.0,0,0,0
23.7,19.9,27.5,24.8,28.6,21.0,24.5,23.6,25.4,0.00781,0.0135,0.035,0.00818,0.00739,6.74,0.0112,0.00694,0.0401,0.0382,0.234,0.0111,8.43,6,23,6,25,0.2,0.8,0.2,0.3,0.0377,0.4,0.4,0.3,0.3,0.1,0.2,0.5,0.5,0.2,0.5,4.9,0,0,0
24.0,27.9,20.1,27.1,23.2,31.0,23.6,25.8,21.4,0.0072,0.0135,0.0351,0.00707,0.00717,5.84,0.0108,0.00687,0.0403,0.0376,0.231,0.0107,8.38,6,21,6,25,0.1,0.7,0.2,0.7,0.0377,0.4,0.4,0.1,0.3,0.2,0.1,0.5,0.7,0.3,0.6,5.3,0,0,0
